县名,年份,月份,火点数量,农业焚烧数量,农业焚烧比例
广丰区,2014,2,3,0,0.0
广丰区,2014,4,2,0,0.0
广丰区,2014,7,4,0,0.0
广丰区,2014,8,5,0,0.0
广丰区,2014,10,1,0,0.0
广丰区,2014,12,1,0,0.0
广丰区,2015,1,7,0,0.0
广丰区,2015,2,8,0,0.0
广丰区,2015,4,3,0,0.0
广丰区,2015,5,1,0,0.0
广丰区,2015,6,1,0,0.0
广丰区,2015,8,1,0,0.0
广丰区,2016,2,14,0,0.0
广丰区,2016,3,1,0,0.0
广丰区,2016,6,6,0,0.0
广丰区,2016,7,4,0,0.0
广丰区,2016,8,5,0,0.0
广丰区,2017,1,1,0,0.0
广丰区,2017,2,3,0,0.0
广丰区,2017,3,1,0,0.0
广丰区,2017,4,6,0,0.0
广丰区,2017,5,1,0,0.0
广丰区,2017,7,4,0,0.0
广丰区,2017,8,9,0,0.0
广丰区,2017,9,2,0,0.0
广丰区,2017,10,1,0,0.0
广丰区,2017,11,3,0,0.0
广丰区,2017,12,3,0,0.0
广丰区,2018,2,5,0,0.0
广丰区,2018,4,2,0,0.0
广丰区,2018,5,2,0,0.0
广丰区,2018,6,1,0,0.0
广丰区,2018,7,6,0,0.0
广丰区,2018,8,6,0,0.0
广丰区,2018,9,1,0,0.0
广丰区,2019,1,1,0,0.0
广丰区,2019,3,1,0,0.0
广丰区,2019,5,3,0,0.0
广丰区,2019,6,3,0,0.0
广丰区,2019,7,6,0,0.0
广丰区,2019,8,5,0,0.0
广丰区,2019,9,5,0,0.0
广丰区,2019,10,3,0,0.0
广丰区,2019,11,2,0,0.0
广丰区,2019,12,15,0,0.0
广南县,2010,1,51,0,0.0
广南县,2010,2,831,0,0.0
广南县,2010,3,481,0,0.0
广南县,2010,4,81,0,0.0
广南县,2010,5,5,0,0.0
广南县,2010,10,2,0,0.0
广南县,2010,12,2,0,0.0
广南县,2011,2,21,0,0.0
广南县,2011,3,10,0,0.0
广南县,2011,4,6,0,0.0
广南县,2011,5,3,0,0.0
广南县,2011,7,3,0,0.0
广南县,2011,8,1,0,0.0
广南县,2011,10,1,0,0.0
广南县,2011,11,18,0,0.0
广南县,2011,12,2,0,0.0
广南县,2012,1,14,0,0.0
广南县,2012,2,96,0,0.0
广南县,2012,3,125,0,0.0
广南县,2012,4,72,0,0.0
广南县,2012,5,69,0,0.0
广南县,2012,6,2,0,0.0
广南县,2012,10,2,0,0.0
广南县,2012,11,10,0,0.0
广南县,2012,12,2,0,0.0
广南县,2013,1,4,0,0.0
广南县,2013,2,68,0,0.0
广南县,2013,3,76,0,0.0
广南县,2013,4,58,0,0.0
广南县,2013,10,5,0,0.0
广南县,2013,11,4,0,0.0
广南县,2013,12,4,0,0.0
广南县,2014,1,149,0,0.0
广南县,2014,2,276,0,0.0
广南县,2014,3,261,0,0.0
广南县,2014,4,56,0,0.0
广南县,2014,5,12,0,0.0
广南县,2014,7,1,0,0.0
广南县,2014,9,2,0,0.0
广南县,2014,10,3,0,0.0
广南县,2014,11,20,0,0.0
广南县,2014,12,12,0,0.0
广南县,2015,1,31,0,0.0
广南县,2015,2,89,0,0.0
广南县,2015,3,130,0,0.0
广南县,2015,4,119,0,0.0
广南县,2015,5,14,0,0.0
广南县,2015,7,1,0,0.0
广南县,2015,10,3,0,0.0
广南县,2015,11,11,0,0.0
广南县,2015,12,7,0,0.0
广南县,2016,1,17,0,0.0
广南县,2016,2,166,0,0.0
广南县,2016,3,273,0,0.0
广南县,2016,4,60,0,0.0
广南县,2016,5,3,0,0.0
广南县,2016,7,2,0,0.0
广南县,2016,8,1,0,0.0
广南县,2016,9,2,0,0.0
广南县,2016,10,1,0,0.0
广南县,2016,11,31,0,0.0
广南县,2016,12,34,0,0.0
广南县,2017,1,11,0,0.0
广南县,2017,2,64,0,0.0
广南县,2017,3,75,0,0.0
广南县,2017,4,102,0,0.0
广南县,2017,5,20,0,0.0
广南县,2017,7,1,0,0.0
广南县,2017,8,1,0,0.0
广南县,2017,10,1,0,0.0
广南县,2017,11,4,0,0.0
广南县,2017,12,2,0,0.0
广南县,2018,1,10,0,0.0
广南县,2018,2,109,0,0.0
广南县,2018,3,131,0,0.0
广南县,2018,4,28,0,0.0
广南县,2018,5,1,0,0.0
广南县,2018,9,1,0,0.0
广南县,2018,11,29,0,0.0
广南县,2018,12,13,0,0.0
广南县,2019,1,6,0,0.0
广南县,2019,2,125,0,0.0
广南县,2019,3,39,0,0.0
广南县,2019,4,18,0,0.0
广南县,2019,5,8,0,0.0
广南县,2019,9,2,0,0.0
广南县,2019,11,9,0,0.0
广南县,2019,12,28,0,0.0
广宁县,2010,2,5,0,0.0
广宁县,2010,3,1,0,0.0
广宁县,2010,5,1,0,0.0
广宁县,2010,9,1,0,0.0
广宁县,2010,11,3,0,0.0
广宁县,2010,12,4,0,0.0
广宁县,2011,1,4,0,0.0
广宁县,2011,2,5,0,0.0
广宁县,2011,3,2,0,0.0
广宁县,2011,4,6,0,0.0
广宁县,2011,7,3,0,0.0
广宁县,2011,12,1,0,0.0
广宁县,2012,1,1,0,0.0
广宁县,2012,3,3,0,0.0
广宁县,2012,4,4,0,0.0
广宁县,2012,8,2,0,0.0
广宁县,2012,9,1,0,0.0
广宁县,2012,10,2,0,0.0
广宁县,2012,11,2,0,0.0
广宁县,2013,1,4,0,0.0
广宁县,2013,4,1,0,0.0
广宁县,2013,5,1,0,0.0
广宁县,2013,7,1,0,0.0
广宁县,2013,8,1,0,0.0
广宁县,2013,10,3,0,0.0
广宁县,2013,11,6,0,0.0
广宁县,2013,12,12,0,0.0
广宁县,2014,1,10,0,0.0
广宁县,2014,3,7,0,0.0
广宁县,2014,4,1,0,0.0
广宁县,2014,6,1,0,0.0
广宁县,2014,7,1,0,0.0
广宁县,2014,12,4,0,0.0
广宁县,2015,1,12,0,0.0
广宁县,2015,2,5,0,0.0
广宁县,2015,4,9,0,0.0
广宁县,2015,5,1,0,0.0
广宁县,2015,7,1,0,0.0
广宁县,2015,10,2,0,0.0
广宁县,2015,12,3,0,0.0
广宁县,2016,2,1,0,0.0
广宁县,2016,3,7,0,0.0
广宁县,2016,4,1,0,0.0
广宁县,2016,5,1,0,0.0
广宁县,2016,6,1,0,0.0
广宁县,2016,7,2,0,0.0
广宁县,2016,8,2,0,0.0
广宁县,2016,10,2,0,0.0
广宁县,2016,12,1,0,0.0
广宁县,2017,1,7,0,0.0
广宁县,2017,2,2,0,0.0
广宁县,2017,3,5,0,0.0
广宁县,2017,4,6,0,0.0
广宁县,2017,5,1,0,0.0
广宁县,2017,8,1,0,0.0
广宁县,2017,9,3,0,0.0
广宁县,2017,10,2,0,0.0
广宁县,2017,12,3,0,0.0
广宁县,2018,1,2,0,0.0
广宁县,2018,2,1,0,0.0
广宁县,2018,3,4,0,0.0
广宁县,2018,5,3,0,0.0
广宁县,2018,6,2,0,0.0
广宁县,2018,7,2,0,0.0
广宁县,2018,8,1,0,0.0
广宁县,2018,9,1,0,0.0
广宁县,2018,10,1,0,0.0
广宁县,2019,3,1,0,0.0
广宁县,2019,6,2,0,0.0
广宁县,2019,8,1,0,0.0
广宁县,2019,10,1,0,0.0
广宁县,2019,11,1,0,0.0
广安区,2010,5,1,0,0.0
广安区,2013,3,1,0,0.0
广安区,2015,3,1,0,0.0
广安区,2015,4,1,0,0.0
广安区,2015,7,1,0,0.0
广安区,2016,3,1,0,0.0
广安区,2017,5,1,0,0.0
广安区,2018,2,2,0,0.0
广安区,2018,6,1,0,0.0
广安区,2018,8,3,0,0.0
广安区,2019,2,1,0,0.0
广安区,2019,3,1,0,0.0
广安区,2019,4,1,0,0.0
广宗县,2010,7,2,0,0.0
广宗县,2010,12,1,0,0.0
广宗县,2012,4,1,0,0.0
广宗县,2012,6,1,0,0.0
广宗县,2013,6,2,0,0.0
广宗县,2013,7,4,0,0.0
广宗县,2014,4,1,0,0.0
广宗县,2014,5,3,0,0.0
广宗县,2014,6,3,0,0.0
广宗县,2014,7,1,0,0.0
广宗县,2014,8,1,0,0.0
广宗县,2015,2,1,0,0.0
广宗县,2015,3,2,0,0.0
广宗县,2015,6,2,0,0.0
广宗县,2015,7,1,0,0.0
广宗县,2015,10,2,0,0.0
广宗县,2016,2,3,0,0.0
广宗县,2016,5,1,0,0.0
广宗县,2016,6,5,0,0.0
广宗县,2016,7,2,0,0.0
广宗县,2016,8,2,0,0.0
广宗县,2017,2,1,0,0.0
广宗县,2017,5,1,0,0.0
广宗县,2017,6,8,0,0.0
广宗县,2017,7,1,0,0.0
广宗县,2017,11,4,0,0.0
广宗县,2017,12,1,0,0.0
广宗县,2018,2,2,0,0.0
广宗县,2018,6,2,0,0.0
广宗县,2018,7,4,0,0.0
广宗县,2018,10,2,0,0.0
广宗县,2018,11,1,0,0.0
广宗县,2019,2,3,0,0.0
广宗县,2019,3,1,0,0.0
广宗县,2019,4,1,0,0.0
广宗县,2019,6,2,0,0.0
广宗县,2019,7,2,0,0.0
广宗县,2019,10,2,0,0.0
广平县,2010,3,1,0,0.0
广平县,2010,6,1,0,0.0
广平县,2010,7,1,0,0.0
广平县,2010,11,2,0,0.0
广平县,2011,6,1,0,0.0
广平县,2011,7,2,0,0.0
广平县,2012,5,1,0,0.0
广平县,2012,6,6,0,0.0
广平县,2012,7,2,0,0.0
广平县,2012,9,1,0,0.0
广平县,2012,10,3,0,0.0
广平县,2013,3,1,0,0.0
广平县,2013,5,3,0,0.0
广平县,2013,6,4,0,0.0
广平县,2013,7,2,0,0.0
广平县,2013,10,4,0,0.0
广平县,2014,1,1,0,0.0
广平县,2014,3,1,0,0.0
广平县,2014,4,1,0,0.0
广平县,2014,6,5,0,0.0
广平县,2014,7,2,0,0.0
广平县,2014,10,3,0,0.0
广平县,2015,4,1,0,0.0
广平县,2015,6,15,0,0.0
广平县,2015,7,1,0,0.0
广平县,2016,2,1,0,0.0
广平县,2016,4,2,0,0.0
广平县,2016,5,1,0,0.0
广平县,2016,6,4,0,0.0
广平县,2016,7,1,0,0.0
广平县,2016,8,1,0,0.0
广平县,2016,9,1,0,0.0
广平县,2017,6,7,0,0.0
广平县,2017,7,1,0,0.0
广平县,2018,2,1,0,0.0
广平县,2018,7,1,0,0.0
广平县,2019,3,1,0,0.0
广平县,2019,7,1,0,0.0
广平县,2019,10,1,0,0.0
广德县,2010,2,2,0,0.0
广德县,2010,3,13,0,0.0
广德县,2010,5,3,0,0.0
广德县,2010,6,4,0,0.0
广德县,2010,8,1,0,0.0
广德县,2010,10,8,0,0.0
广德县,2010,11,10,0,0.0
广德县,2010,12,4,0,0.0
广德县,2011,1,6,0,0.0
广德县,2011,2,6,0,0.0
广德县,2011,3,7,0,0.0
广德县,2011,4,3,0,0.0
广德县,2011,5,3,0,0.0
广德县,2011,6,3,0,0.0
广德县,2011,7,2,0,0.0
广德县,2011,8,1,0,0.0
广德县,2011,10,14,0,0.0
广德县,2011,11,2,0,0.0
广德县,2011,12,4,0,0.0
广德县,2012,1,2,0,0.0
广德县,2012,3,6,0,0.0
广德县,2012,4,3,0,0.0
广德县,2012,5,15,0,0.0
广德县,2012,6,3,0,0.0
广德县,2012,7,2,0,0.0
广德县,2012,8,1,0,0.0
广德县,2012,9,11,0,0.0
广德县,2012,10,10,0,0.0
广德县,2012,11,2,0,0.0
广德县,2012,12,2,0,0.0
广德县,2013,2,1,0,0.0
广德县,2013,3,9,0,0.0
广德县,2013,4,3,0,0.0
广德县,2013,5,9,0,0.0
广德县,2013,7,5,0,0.0
广德县,2013,8,2,0,0.0
广德县,2013,9,5,0,0.0
广德县,2013,10,7,0,0.0
广德县,2013,11,6,0,0.0
广德县,2013,12,6,0,0.0
广德县,2014,1,8,0,0.0
广德县,2014,3,8,0,0.0
广德县,2014,5,4,0,0.0
广德县,2014,7,3,0,0.0
广德县,2014,9,1,0,0.0
广德县,2014,10,22,0,0.0
广德县,2014,11,1,0,0.0
广德县,2014,12,1,0,0.0
广德县,2015,3,1,0,0.0
广德县,2015,5,5,0,0.0
广德县,2015,6,1,0,0.0
广德县,2015,7,1,0,0.0
广德县,2015,8,4,0,0.0
广德县,2015,10,4,0,0.0
广德县,2016,2,3,0,0.0
广德县,2016,3,1,0,0.0
广德县,2016,4,1,0,0.0
广德县,2016,7,2,0,0.0
广德县,2016,8,2,0,0.0
广德县,2016,9,2,0,0.0
广德县,2017,2,3,0,0.0
广德县,2017,5,7,0,0.0
广德县,2017,7,5,0,0.0
广德县,2017,8,8,0,0.0
广德县,2017,9,3,0,0.0
广德县,2017,11,4,0,0.0
广德县,2017,12,1,0,0.0
广德县,2018,4,2,0,0.0
广德县,2018,5,4,0,0.0
广德县,2018,7,5,0,0.0
广德县,2018,8,5,0,0.0
广德县,2018,9,1,0,0.0
广德县,2018,10,1,0,0.0
广德县,2019,5,4,0,0.0
广德县,2019,6,2,0,0.0
广德县,2019,7,1,0,0.0
广德县,2019,8,8,0,0.0
广德县,2019,11,1,0,0.0
广德县,2019,12,3,0,0.0
广昌县,2010,1,4,0,0.0
广昌县,2010,3,2,0,0.0
广昌县,2010,5,2,0,0.0
广昌县,2010,8,3,0,0.0
广昌县,2010,11,5,0,0.0
广昌县,2010,12,8,0,0.0
广昌县,2011,1,5,0,0.0
广昌县,2011,2,10,0,0.0
广昌县,2011,3,2,0,0.0
广昌县,2011,4,9,0,0.0
广昌县,2011,7,1,0,0.0
广昌县,2011,11,1,0,0.0
广昌县,2011,12,8,0,0.0
广昌县,2012,2,2,0,0.0
广昌县,2012,3,8,0,0.0
广昌县,2012,4,1,0,0.0
广昌县,2012,7,2,0,0.0
广昌县,2012,10,5,0,0.0
广昌县,2013,1,5,0,0.0
广昌县,2013,3,19,0,0.0
广昌县,2013,4,3,0,0.0
广昌县,2013,8,2,0,0.0
广昌县,2013,9,3,0,0.0
广昌县,2013,10,4,0,0.0
广昌县,2013,11,6,0,0.0
广昌县,2013,12,4,0,0.0
广昌县,2014,1,14,0,0.0
广昌县,2014,2,8,0,0.0
广昌县,2014,3,3,0,0.0
广昌县,2014,8,1,0,0.0
广昌县,2014,10,1,0,0.0
广昌县,2014,12,5,0,0.0
广昌县,2015,1,4,0,0.0
广昌县,2015,2,3,0,0.0
广昌县,2015,4,3,0,0.0
广昌县,2015,8,1,0,0.0
广昌县,2016,3,2,0,0.0
广昌县,2017,1,3,0,0.0
广昌县,2017,2,3,0,0.0
广昌县,2017,4,1,0,0.0
广昌县,2017,10,2,0,0.0
广昌县,2017,12,4,0,0.0
广昌县,2018,2,2,0,0.0
广昌县,2018,8,1,0,0.0
广昌县,2019,1,1,0,0.0
广昌县,2019,3,1,0,0.0
广昌县,2019,7,1,0,0.0
广昌县,2019,11,2,0,0.0
广水市,2010,1,2,0,0.0
广水市,2010,2,5,0,0.0
广水市,2010,3,15,0,0.0
广水市,2010,4,2,0,0.0
广水市,2010,11,1,0,0.0
广水市,2010,12,6,0,0.0
广水市,2011,1,11,0,0.0
广水市,2011,2,48,0,0.0
广水市,2011,3,24,0,0.0
广水市,2011,4,6,0,0.0
广水市,2011,7,2,0,0.0
广水市,2011,12,2,0,0.0
广水市,2012,1,2,0,0.0
广水市,2012,2,13,0,0.0
广水市,2012,3,25,0,0.0
广水市,2012,4,27,0,0.0
广水市,2012,5,3,0,0.0
广水市,2012,6,1,0,0.0
广水市,2012,7,5,0,0.0
广水市,2012,8,8,0,0.0
广水市,2013,1,2,0,0.0
广水市,2013,2,7,0,0.0
广水市,2013,3,30,0,0.0
广水市,2013,4,5,0,0.0
广水市,2013,5,4,0,0.0
广水市,2013,6,6,0,0.0
广水市,2013,7,1,0,0.0
广水市,2013,8,7,0,0.0
广水市,2013,10,2,0,0.0
广水市,2013,11,6,0,0.0
广水市,2013,12,34,0,0.0
广水市,2014,1,73,0,0.0
广水市,2014,2,1,0,0.0
广水市,2014,3,14,0,0.0
广水市,2014,4,32,0,0.0
广水市,2014,5,1,0,0.0
广水市,2014,6,1,0,0.0
广水市,2014,12,3,0,0.0
广水市,2015,1,9,0,0.0
广水市,2015,2,8,0,0.0
广水市,2015,3,7,0,0.0
广水市,2015,4,2,0,0.0
广水市,2015,5,5,0,0.0
广水市,2015,6,2,0,0.0
广水市,2015,7,2,0,0.0
广水市,2015,9,2,0,0.0
广水市,2015,10,2,0,0.0
广水市,2015,12,3,0,0.0
广水市,2016,1,1,0,0.0
广水市,2016,2,37,0,0.0
广水市,2016,3,10,0,0.0
广水市,2016,4,4,0,0.0
广水市,2016,5,1,0,0.0
广水市,2016,6,1,0,0.0
广水市,2016,7,7,0,0.0
广水市,2016,8,2,0,0.0
广水市,2016,9,2,0,0.0
广水市,2016,11,3,0,0.0
广水市,2016,12,5,0,0.0
广水市,2017,1,4,0,0.0
广水市,2017,2,9,0,0.0
广水市,2017,3,18,0,0.0
广水市,2017,4,13,0,0.0
广水市,2017,5,4,0,0.0
广水市,2017,7,2,0,0.0
广水市,2017,10,3,0,0.0
广水市,2017,11,1,0,0.0
广水市,2017,12,23,0,0.0
广水市,2018,1,1,0,0.0
广水市,2018,2,25,0,0.0
广水市,2018,3,4,0,0.0
广水市,2018,4,1,0,0.0
广水市,2018,5,4,0,0.0
广水市,2018,6,2,0,0.0
广水市,2018,7,1,0,0.0
广水市,2018,8,5,0,0.0
广水市,2018,9,1,0,0.0
广水市,2018,10,51,0,0.0
广水市,2018,11,18,0,0.0
广水市,2018,12,15,0,0.0
广水市,2019,1,25,0,0.0
广水市,2019,3,36,0,0.0
广水市,2019,4,8,0,0.0
广水市,2019,9,12,0,0.0
广水市,2019,10,17,0,0.0
广水市,2019,11,6,0,0.0
广水市,2019,12,6,0,0.0
广汉市,2010,5,6,0,0.0
广汉市,2010,6,1,0,0.0
广汉市,2011,4,1,0,0.0
广汉市,2011,5,5,0,0.0
广汉市,2011,6,8,0,0.0
广汉市,2011,7,4,0,0.0
广汉市,2011,8,4,0,0.0
广汉市,2012,4,4,0,0.0
广汉市,2012,5,5,0,0.0
广汉市,2012,6,5,0,0.0
广汉市,2012,7,3,0,0.0
广汉市,2012,8,1,0,0.0
广汉市,2013,3,1,0,0.0
广汉市,2013,4,2,0,0.0
广汉市,2013,5,15,0,0.0
广汉市,2013,6,4,0,0.0
广汉市,2013,7,2,0,0.0
广汉市,2013,8,2,0,0.0
广汉市,2014,7,6,0,0.0
广汉市,2014,8,1,0,0.0
广汉市,2014,9,1,0,0.0
广汉市,2015,4,1,0,0.0
广汉市,2015,5,2,0,0.0
广汉市,2015,6,3,0,0.0
广汉市,2015,7,2,0,0.0
广汉市,2016,5,1,0,0.0
广汉市,2016,6,1,0,0.0
广汉市,2016,7,2,0,0.0
广汉市,2016,8,2,0,0.0
广汉市,2017,4,1,0,0.0
广汉市,2017,7,8,0,0.0
广汉市,2017,8,5,0,0.0
广汉市,2018,5,2,0,0.0
广汉市,2018,6,2,0,0.0
广汉市,2018,7,4,0,0.0
广汉市,2018,8,7,0,0.0
广汉市,2019,4,1,0,0.0
广汉市,2019,5,3,0,0.0
广汉市,2019,8,1,0,0.0
广河县,2014,3,1,0,0.0
广河县,2016,5,2,0,0.0
广河县,2016,6,2,0,0.0
广河县,2017,6,1,0,0.0
广河县,2018,7,2,0,0.0
广河县,2019,2,1,0,0.0
广河县,2019,6,2,0,0.0
广灵县,2010,4,4,0,0.0
广灵县,2011,3,4,0,0.0
广灵县,2011,4,1,0,0.0
广灵县,2011,5,2,0,0.0
广灵县,2011,7,1,0,0.0
广灵县,2011,8,1,0,0.0
广灵县,2012,2,7,0,0.0
广灵县,2012,3,2,0,0.0
广灵县,2012,4,4,0,0.0
广灵县,2012,10,1,0,0.0
广灵县,2012,11,1,0,0.0
广灵县,2013,2,7,0,0.0
广灵县,2013,3,6,0,0.0
广灵县,2013,7,1,0,0.0
广灵县,2013,10,1,0,0.0
广灵县,2013,11,5,0,0.0
广灵县,2014,1,1,0,0.0
广灵县,2014,3,9,0,0.0
广灵县,2014,5,1,0,0.0
广灵县,2014,8,1,0,0.0
广灵县,2015,3,15,0,0.0
广灵县,2015,5,1,0,0.0
广灵县,2016,3,14,0,0.0
广灵县,2016,5,1,0,0.0
广灵县,2016,8,2,0,0.0
广灵县,2016,10,1,0,0.0
广灵县,2016,11,2,0,0.0
广灵县,2017,2,11,0,0.0
广灵县,2017,3,19,0,0.0
广灵县,2017,7,1,0,0.0
广灵县,2017,8,3,0,0.0
广灵县,2018,2,8,0,0.0
广灵县,2018,3,7,0,0.0
广灵县,2018,8,1,0,0.0
广灵县,2018,10,1,0,0.0
广灵县,2018,11,9,0,0.0
广灵县,2019,2,9,0,0.0
广灵县,2019,3,19,0,0.0
广灵县,2019,4,1,0,0.0
广灵县,2019,8,3,0,0.0
广灵县,2019,10,5,0,0.0
广阳区,2010,2,3,0,0.0
广阳区,2010,4,3,0,0.0
广阳区,2010,6,2,0,0.0
广阳区,2010,7,1,0,0.0
广阳区,2010,11,4,0,0.0
广阳区,2011,1,1,0,0.0
广阳区,2011,2,2,0,0.0
广阳区,2011,3,1,0,0.0
广阳区,2011,4,1,0,0.0
广阳区,2011,6,2,0,0.0
广阳区,2011,7,1,0,0.0
广阳区,2011,10,1,0,0.0
广阳区,2011,11,1,0,0.0
广阳区,2011,12,1,0,0.0
广阳区,2012,1,1,0,0.0
广阳区,2012,2,3,0,0.0
广阳区,2012,3,1,0,0.0
广阳区,2012,6,1,0,0.0
广阳区,2012,7,4,0,0.0
广阳区,2012,10,4,0,0.0
广阳区,2012,11,2,0,0.0
广阳区,2013,2,1,0,0.0
广阳区,2013,3,4,0,0.0
广阳区,2013,6,2,0,0.0
广阳区,2013,7,1,0,0.0
广阳区,2013,8,1,0,0.0
广阳区,2013,10,1,0,0.0
广阳区,2014,4,2,0,0.0
广阳区,2014,5,1,0,0.0
广阳区,2014,8,1,0,0.0
广阳区,2014,9,3,0,0.0
广阳区,2014,10,1,0,0.0
广阳区,2014,11,2,0,0.0
广阳区,2015,2,1,0,0.0
广阳区,2015,6,3,0,0.0
广阳区,2015,8,1,0,0.0
广阳区,2015,10,2,0,0.0
广阳区,2015,11,2,0,0.0
广阳区,2016,3,1,0,0.0
广阳区,2016,4,4,0,0.0
广阳区,2016,5,7,0,0.0
广阳区,2016,6,1,0,0.0
广阳区,2016,7,3,0,0.0
广阳区,2016,9,2,0,0.0
广阳区,2017,1,1,0,0.0
广阳区,2017,2,1,0,0.0
广阳区,2017,3,3,0,0.0
广阳区,2017,4,2,0,0.0
广阳区,2017,5,3,0,0.0
广阳区,2017,6,6,0,0.0
广阳区,2017,7,5,0,0.0
广阳区,2017,8,2,0,0.0
广阳区,2017,9,2,0,0.0
广阳区,2017,11,3,0,0.0
广阳区,2018,2,1,0,0.0
广阳区,2018,3,2,0,0.0
广阳区,2018,4,1,0,0.0
广阳区,2018,5,2,0,0.0
广阳区,2018,6,1,0,0.0
广阳区,2018,7,3,0,0.0
广阳区,2018,8,1,0,0.0
广阳区,2018,10,4,0,0.0
广阳区,2018,12,1,0,0.0
广阳区,2019,2,1,0,0.0
广阳区,2019,3,2,0,0.0
广阳区,2019,4,11,0,0.0
广阳区,2019,5,1,0,0.0
广阳区,2019,6,5,0,0.0
广阳区,2019,7,4,0,0.0
广阳区,2019,8,8,0,0.0
广阳区,2019,9,1,0,0.0
广阳区,2019,10,2,0,0.0
广陵区,2010,6,2,0,0.0
广陵区,2010,8,3,0,0.0
广陵区,2011,5,2,0,0.0
广陵区,2011,8,1,0,0.0
广陵区,2012,6,2,0,0.0
广陵区,2013,6,2,0,0.0
广陵区,2013,10,1,0,0.0
广陵区,2014,4,2,0,0.0
广陵区,2014,5,1,0,0.0
广陵区,2015,5,1,0,0.0
广陵区,2015,6,1,0,0.0
广陵区,2016,7,1,0,0.0
广陵区,2016,8,3,0,0.0
广陵区,2016,9,1,0,0.0
广陵区,2017,8,2,0,0.0
广陵区,2018,8,2,0,0.0
广陵区,2019,12,1,0,0.0
广饶县,2010,2,1,0,0.0
广饶县,2010,3,7,0,0.0
广饶县,2010,4,7,0,0.0
广饶县,2010,5,6,0,0.0
广饶县,2010,6,4,0,0.0
广饶县,2010,7,6,0,0.0
广饶县,2010,8,5,0,0.0
广饶县,2010,9,14,0,0.0
广饶县,2010,10,2,0,0.0
广饶县,2010,11,1,0,0.0
广饶县,2010,12,1,0,0.0
广饶县,2011,3,9,0,0.0
广饶县,2011,4,5,0,0.0
广饶县,2011,5,6,0,0.0
广饶县,2011,6,9,0,0.0
广饶县,2011,7,7,0,0.0
广饶县,2011,9,6,0,0.0
广饶县,2011,10,3,0,0.0
广饶县,2012,2,4,0,0.0
广饶县,2012,3,4,0,0.0
广饶县,2012,5,8,0,0.0
广饶县,2012,6,30,0,0.0
广饶县,2012,7,8,0,0.0
广饶县,2012,8,5,0,0.0
广饶县,2012,9,24,0,0.0
广饶县,2012,10,16,0,0.0
广饶县,2012,11,5,0,0.0
广饶县,2013,3,7,0,0.0
广饶县,2013,4,4,0,0.0
广饶县,2013,5,3,0,0.0
广饶县,2013,6,16,0,0.0
广饶县,2013,7,10,0,0.0
广饶县,2013,8,7,0,0.0
广饶县,2013,9,47,0,0.0
广饶县,2013,10,8,0,0.0
广饶县,2013,11,2,0,0.0
广饶县,2014,2,1,0,0.0
广饶县,2014,3,8,0,0.0
广饶县,2014,5,7,0,0.0
广饶县,2014,6,4,0,0.0
广饶县,2014,7,9,0,0.0
广饶县,2014,8,3,0,0.0
广饶县,2014,9,11,0,0.0
广饶县,2014,10,13,0,0.0
广饶县,2014,11,8,0,0.0
广饶县,2014,12,1,0,0.0
广饶县,2015,2,1,0,0.0
广饶县,2015,3,1,0,0.0
广饶县,2015,4,3,0,0.0
广饶县,2015,5,9,0,0.0
广饶县,2015,6,16,0,0.0
广饶县,2015,7,9,0,0.0
广饶县,2015,8,1,0,0.0
广饶县,2015,9,13,0,0.0
广饶县,2015,10,39,0,0.0
广饶县,2016,3,4,0,0.0
广饶县,2016,5,2,0,0.0
广饶县,2016,6,14,0,0.0
广饶县,2016,7,6,0,0.0
广饶县,2016,8,4,0,0.0
广饶县,2016,9,35,0,0.0
广饶县,2016,10,1,0,0.0
广饶县,2016,11,1,0,0.0
广饶县,2017,1,1,0,0.0
广饶县,2017,2,10,0,0.0
广饶县,2017,3,11,0,0.0
广饶县,2017,4,3,0,0.0
广饶县,2017,5,7,0,0.0
广饶县,2017,6,6,0,0.0
广饶县,2017,7,6,0,0.0
广饶县,2017,8,1,0,0.0
广饶县,2017,9,1,0,0.0
广饶县,2017,10,2,0,0.0
广饶县,2017,11,1,0,0.0
广饶县,2017,12,3,0,0.0
广饶县,2018,1,1,0,0.0
广饶县,2018,2,5,0,0.0
广饶县,2018,3,8,0,0.0
广饶县,2018,4,1,0,0.0
广饶县,2018,5,9,0,0.0
广饶县,2018,6,13,0,0.0
广饶县,2018,7,4,0,0.0
广饶县,2018,8,2,0,0.0
广饶县,2018,10,3,0,0.0
广饶县,2018,11,1,0,0.0
广饶县,2019,1,2,0,0.0
广饶县,2019,2,6,0,0.0
广饶县,2019,3,7,0,0.0
广饶县,2019,4,1,0,0.0
广饶县,2019,5,3,0,0.0
广饶县,2019,6,6,0,0.0
广饶县,2019,7,6,0,0.0
广饶县,2019,8,2,0,0.0
广饶县,2019,10,1,0,0.0
广饶县,2019,11,1,0,0.0
广饶县,2019,12,1,0,0.0
庄河市,2010,3,9,0,0.0
庄河市,2010,4,5,0,0.0
庄河市,2011,2,4,0,0.0
庄河市,2011,3,8,0,0.0
庄河市,2011,4,34,0,0.0
庄河市,2011,7,3,0,0.0
庄河市,2012,3,5,0,0.0
庄河市,2012,4,10,0,0.0
庄河市,2012,5,3,0,0.0
庄河市,2012,6,2,0,0.0
庄河市,2012,7,2,0,0.0
庄河市,2012,10,1,0,0.0
